song,artist,lyrics
the greatest, kenny rogers, little boy in a baseball hat stands in the feild with his ball and bat says i am the greatest player of them all put his bat on his shoulder and he tosses up the ball  and the ball goes up and the ball comes down swings his bat all the way around the worlds so still he can hear the sound the baseball falls to the ground  now the little boy doesn't say a word picks up his ball he is undeterred says i am the greatest there has ever been and he grits his teeth and he tries it again  and the ball goes up and the ball comes down swings his bat all the way around the worlds so still he can hear the sound the baseball falls to the ground  he makes no excuses he shows no fear he just closes his eyes and listens to the cheers  little boy he adjusts his hat picks up his ball stares at his bat says i am the greatest the game is on the line and he gives his all one last time  and the ball goes up when the moons so bright swings his bat with all his might and the worlds so still as still can be and the baseball falls and thats strike three  now it's suppertime and his mama calls little boy starts home with his bat and ball says i am the greatest that is a fact but even i didn't know i could pitch like that!  says i am the greatest that is understood but even i didn't know i could pitch that good....
you decorated my life, kenny rogers, all my life was a paper once plain pure and white till you moved with your pen changing moods now and then till the balance was right then you added some music every note was in place and anybody could see all the changes in me by the look on my face and you decorated my life created a world where dreams are a part and you decorated my life by painting your love all over my heart you decorated my life like a rhyme with no reason in an unfinished song there was no harmony life meant nothin' to me until you came along and you brought out the colors what a gentle surprise now i'm able to see all the things life can be shining soft in your eyes and you decorated my life created a world where dreams are a part and you decorated my life by painting your love all over my heart you decorated my life
ruby don't take your love to town, kenny rogers, you've painted up your lips and rolled and curled your tinted hair ruby are you contemplating going out somewhere the shadow on the wall tells me the sun is goin' down  oh ruby don't take your love to town  it wasn't me that started that old crazy asian war but i was proud to go and do my patriotic chore and yes it's true that i'm not the man i used to be  oh ruby i still need some company  it's hard to love a man whose legs are bent and paralyzed and the wants and the needs of a woman of your age ruby i realize but it won't be long i've heard them say until i'm not around  oh ruby don't take your love to town  she's leavin' now cause i just heard the slammin' of the door the way i know i've heard it slam 100 times before and if i could move i'd get my gun and put her in the ground  oh ruby don't take your love to town  oh ruby for god sake's turn around
we've got tonight, kenny rogers, i know it's late i know you're weary i know your plans don't include me still here we are both of us lonely longing for shelter from all that we see why should we worry? no one will care girl look at the stars now so far away we've got tonight who needs tomorrow? we've got tonight babe why don't you stay? deep in my soul i feel so lonely all of my hopes fading away i've longed for love like everyone else does i know i'll keep searching after today so there it is girl we've got it all now and here we are babe what do you say? we've got tonight who needs tomorrow? we've got tonight babe why don't we stay? i know it's late and i know you're weary i know your plans don't include me still here we are both of us lonely both of us lonely we've got tonight who needs tomorrow? let's make it last let's find a way turn out the light come take my hand now we've got tonight babe why don't we stay? we've got tonight babe why don't we stay?
tell me that you love me, kenny rogers, show me that you need me like the river needs the early morning rain show me that you want me cause i really need to feel your heart again tell me that you love me if it was the middle of a moonless night would you shine for me baby? would you hold me tight? if a flame was fadin' from a lost desire would you put another log on the fire? baby like a candle burnin' down maybe we could turn this thing around kiss me like you mean it like you wouldn't have it any other way let nothing stand between us honey let's don't ever let it fade away tell me that you love me do you love me? we could camp out on old hickory lake talking all night and sleepin' in late looking at the stars like we used to do honey you don't know how i've missed you save me for so long i've been longing for you baby it's all up to you show me that you need me like the river needs the early morning rain show me that you want me cause i really need to feel your heart again tell me that you love me tell me that you love me tell me that you love me tell me that you love me tell me tell me that you love me that you love me
don't fall in love with a dreamer, kenny rogers, just look at you sitting there you never looked better than tonight and it would be so easy to tell you i'd stay like i've done so many times  i was so sure that this would be the night you'd close the door and wanna stay with me and it'd be so easy to tell you i'd wait like i've done so many times  don't fall in love with a dreamer 'cause he'll always take you in just when you think you've really changed him he'll leave you again don't you fall in love with a dreamer 'cause he'll break you every time put out the light and just hold on before we say goodbye  now it's morning the phone rings and you say you've gotta get your things together you just gotta leave before you change your mind and if you knew what i was thinking girl i'd turn around if you'd just ask me one more time  don't fall in love with a dreamer 'cause he'll always take you in just when you think you've really changed him he'll leave you again don't fall in love with a dreamer 'cause he'll break you every time put out the light and just hold on before we say goodbye before we said goodbye goodbye
write your name (across my heart), kenny rogers, i can't help smiling when i look at you to keep from going crazy is all i can do i'm so defenseless with you so close the walls have crumbled from my body and soul write your name across my heart i want the world to know that i am yours forever and i will wear it like a shining star write your name across my heart to you my life is an open door everything i have is yours i'll try to give you everything you need but as far as love goes there's a life-time guarantee write your name across my heart i want the world to know that i am yours forever and i will wear it like a shining star write your name across my heart in all my thoughts in all i do in all i say i belong to you with every breath i take.... write your name across my heart i want the world to know that i am yours forever and i will wear it like a shining star write your name across my heart and i will wear it like a shining star write your name across my heart across my heart across my heart
crazy, kenny rogers, girl there are no words to say what i feel in my heart you you're on my mind night and day and it hurts me when we're apart when you're not here by my side there is nothing in this world for me i guess i'm crazy crazy for you can't you see and although you may think i'm crazy this is where i'll always be i will always need your love now i can see every dream when i look in your eyes though things never are what they seem there is one thing that i realize that there's no doubt in my mind we can make this love go on forever i guess i'm crazy crazy for you can't you see and although you may think i'm crazy this is where i'll always be and i need you with me 'cause you are the dream that finally came true for me and all my life there'll be no one else if i looked all my life there could be no one else and for the rest of my life all i need is you i guess i'm crazy
i will always love you, kenny rogers, if i should stay i would only be in your way so i'll go but i know i'll think of you each step of the way and i will always love you and i will always love you bittersweet memories that is all i am taking with me so goodbye please don't you cry 'cause we both know i'm not what you need and i will always love you and i will always love you i hope life treats you kind and i hope you have all you've dreamed of and i wish you joy and happiness but above all i wish you love and i will always love you and i will always love you bittersweet memories that is all i am taking with me so goodbye please don't you cry 'cause we both know i'm not what you need and i will always love you and i will always love you...
(something inside) so strong, kenny rogers, the higher you build your barriers the taller i become the farther you take my rights away the faster i will run you can deny me you can decide to turn your face away no matter 'cause theres something inside (so strong) i know that i can make it though youre doin' me wrong so wrong you thought that my pride was gone oh no theres something inside (so strong) something inside so strong the more you refuse to hear my voice the louder i will sing. you hide behind walls of jericho your lies will come tumbling. deny my place and time you squander wealth that's mine.my light will shine so brightly it will blind you because theres something inside so strong i know that i can make it though youre doin' me wrong so wrong you thought that my pride was gone oh no theres something inside so strong something inside so strong brothers and sisters when they insist were just not good enough.well we know better just look 'em in the eyes and say. were gonna do it anyway were gonna do it anyway were gonna do it anyway something inside so strong i know that i can make it though youre doin' me wrong so wrong you thought that my pride was gone oh no theres something inside so strong theres something inside so strong there's something inside so strong something inside so strong i know that i can make it though youre doing me wrong so wrong ...
buy me a rose, kenny rogers, he works hard to give her all he thinks she wants a three car garage her own credit cards he pulls in late to wake her up with a kiss good night if he could only read her mind she'd say  buy me a rose call me from work open a door for me what would it hurt show me you love me by the look in your eyes these are the little things i need the most in my life now the days have grown to years of feeling all alone and she can't help but wonder what she's doing wrong cause lately she'd try anything to turn his head would it make a difference if she said:  and the more that he lives the less that he tries to show her the love that he holds inside and the more that she gives the more that he sees this is a story of you and me so i bought you a rose on the way home from work to open the door to a heart that i hurt and i hope you notice this look in my eyes cause i'm gonna make things right for the rest of your life i'm gonna hold you tonight do all those little things for the rest of your life
evening star, kenny rogers, if you never rode west of the arizona border you can turn the other way boy but you never get far you be living a lie if you wanna see the wonders of the age you must follow the evening star evening star shine a little heaven on a stranger with no dream where you are you can see the loneliness i mean and if i gotta fight i can never play somebody else's game i can follow the evening star starlight you never need somebody else's name if you follow the evening star have you ever known a sunset when the sky's on fire how you end another day boy you've been searching too far like the desert i rode on any memory is lost in the restless wind i just lie beneath the evening star evening star shine a little heaven on a stranger with no dream where you are have you ever held a woman in the california moonlight put your money on a good night if you never been there it's a sight for sore eyes if you wanna see the wonders of the age making love beneath the evening star evening star shine a little heaven on a stranger with no dream where you are you can see the loneliness i mean and if i gotta fight i will never play somebody else's game i can follow the evening star starlight you never need somebody else's name if you follow the evening star...
bed of roses, kenny rogers, you're that one special woman i thought i'd never find with the stream to be gentle and the courage to be kind though it hasn't all been roses still i know you understand one of these nights i'm gonna take you by the hand and lay you down on a bed of roses in tha peaceful shelter only love can provide i'll lay you down on a bed of roses and then i'll lay me down right by your side there's no diamond on your finger just a simple wedding bend since your knight in shining armor is just an ordinary man though i promised you a kingdom and we don't have all we planned one of these nights when we're making believe i'm gonna take you by the hand and lay you down on a bed of roses in tha peaceful shelter only love can provide i'll lay you down on a bed of roses and then i'll lay me down right by your side...
i don't need you, kenny rogers, i don't need you i don't need friendship i don't need flowers in the spring i don't need you and you surely don't need me i don't need love and affection i don't need peace and harmony i don't need you and you surely don't need me but we both want it bad enough yes we both want it don't we? i don't need you baby and i know you don't need me i don't need your loving arms around me all i need is to be free that's what i keep telling myself and i tell you you don't need me i don't need children in my old age no more cluttered leaves around the tree and i don't need you baby and i know you don't need me but we both want it bad enough yes we both want it don't we? i don't need you baby and i know you don't need me and we don't need each other baby we don't need each other baby or do we?
if i knew then what i know now, kenny rogers, well hello girl tell me how have you been? by the way i'll never make the same mistake again and you know girl it's been a long hard time nothing like back when you were mine and if i knew then what i know now i'd have found the way to make things work out somehow i'd have held you tight i'd have treated you right if i knew then what i know now it's a crazy world for a boy and a girl harder than it is for a woman and a man oh it was easy then just to push you away guess i never knew how i feel today and if i knew then what i know now i'd have found the way to make things work out somehow i'd have held you tight i'd have treated you right if i knew then what i know now you know i do things differently if you ever come back to me if we could just go back in time there's no broken heart girl we're at the start this time
you looked so beautiful, kenny rogers, hey mr. piano man play a song if you can talks about a love so fine and true someone special is on their way is there something you can play that will help me when i try to say you looked so beautiful when you walked through the door mine weren’t the only eyes that looked at you and wanted more i loved you standing there moonlight still in your hair and when looked at me my heart stood still and then you came to me i loved their jealousy and every head inside would turn and share this dream with me and then you take my hand and i can’t understand just what is you see in me you shouldn’t have to wait for some plan romantic date to hear the thing your heart must know is true and if you close your eyes much to my surprise i might even chance a dance with you where have all the people gone let’s dance just one more song i get so caught up in your eyes and look it’s almost dawn i hope by now you know i really love you so and every song he played tonight he played for you
love will turn you around, kenny rogers, you can run you can hide never let it inside keep living your life in the dark sooner or later that gentle persuader is gonna catch up with your heart make you a dreamer believer believing in love right when a man's doing all that he planned and he thinks he's got just what he needs life will deliver a shot that will shiver him driving him down to his knees make him start giving living living again well it's your mind that tricks you into leaving everytime love will turn you around turn you around well it's your heart that talks you into staying where you are love will turn you around turn you around out of the blue she reaches for you and you tell her you don't have the time so you move away fast but you know it won't last cause you can't get her off of your mind thoughts are burning turning they're turning around how do you know when to stay or to go and how do you know when it's real you don't need a sign to make up your mind you got your heart at the wheel you wanna start sharing caring caring again well it's your mind that tricks you into leaving everytime love will turn you around turn you around well it's your heart that talks you into staying where you are love will turn you around turn you around love will turn you around turn you around love will turn you around turn you around turn you around
i will remember you, kenny rogers, i will remember you will you remember me? don't let your life pass you by weep not for the memories i'm so tired i can't sleep standing on the edge of something much to deep it's funny how we feel so much and cannot say a word we're screaming inside but we can't be heard i will remember you will you remember me? don't let your life pass you by weep not for the memories so afraid to love you more afraid to loose clinging to past that doesn't let me choose well once there was a darkness a deep and endless night you gave me everything you gave me light i will remember you will you remember me? don't let your life pass you by weep not for the memories remember all the good times that we had let them slip away from us and things got bad clearly i first saw you smiling in the sun i want to feel your warmth i want to be the one i will remember you will you remember me? don't let your life pass you by weep not for the memories i will remember you will you remember me? don't let your life pass you by weep not for the memories weep not for the memories the memories...
what about me, kenny rogers, i see you here with me i've waited all my life for someone like you someone to give my heart and soul to i look into your eyes your love for me was such a welcome surprise i think at last i've found forever but what about me (i'll always love you) oh what about me (i'll always need you) you were my love before but i need so much more of you time after time i feel i'm losing my mind or maybe this is what lovers must go through it never entered my mind we could be wasting our time what am i gonna do what about me oh what about me no reason to pretend true love affairs don't have to come to an end the moment we don't have all the answers i nearly go insane (oh i go insane) each and every time i hear you whisper my name i feel the same when i'm around you (but what about me) i'll always love you (oh what about me) i'll always need you this is so hard for me i wanted so much to be with you whoa time after time i feel i'm losing my mind or maybe this is what lovers must go through it never entered my mind we could be wasting our time what am i gonna do time after time i'm losing my mind it never entered my mind we could be wasting our time but what about me
reuben james, kenny rogers, reuben james in my song you live again and the phrases that i rhyme are just a footstep out of time from the time when i knew you reuben james reuben james all the folks around hadison county cussed your name you're just a no-count sharecropping colored man you'd steal anything you can and everybody laid the blame on reuben james reuben james for you still walk over fields of my mind faded shirt weathered brow caloused hands upon the plow loved you then and i love you now reuben james for a grave the gossiper of hadison county died with chid although your skin was black you were the one that didn't turn your back on the hungry white child with no name reuben james reuben james with your mind on the soul and a bottle in your right hand you said turn the other cheek for there's a better world awaiting for the meek in my mind these words remain from reuben james reuben james for you still walk over fields of my mind faded shirt weathered brow caloused hands upon the plow loved you then and i love you now reuben james reuben james one dark cloudy day they brought you from the field and to your lonely pine box came just a preacher me and the rain just to sing one last refrain to reuben james reuben james for you still walk over fields of my mind faded shirt weathered brow caloused hands upon the plow loved you then and i love you now reuben james reuben james for you still walk over fields of my mind faded shirt weathered brow caloused hands upon the plow loved you then and i love you now reuben james
you're my love, kenny rogers, you wanna know if i care for you you ought to know by now how can you stand there just pretending and you know how i feel  'cause baby you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down  you wanna know what i see in you i can't really say for sure all i know is i need you more than i've ever needed anyone else before  'cause baby you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down  seasons changing faster than they do when we were young it's funny but we didn't seem to care the only thing we cared about was keeping our love strong as long as you're there i'll always care  'cause you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down 'cause you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down 'cause you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down
sweet music man, kenny rogers, i wouldn't listen and i couldn't see and all i have left now are words you said to me sing me a song sweet music man 'cause i won't be there to hold your hand like i used to i'm through with you you're a helluva singer and a powerful man but you surround yourself with people who demand so little of you you touched my soul with your beautiful song you even had me singing along right with you you said i need you then you changed the words and that harmony and you sang that song you'd written for me to someone new but nobody sings a love song quite like you do and nobody else can make me sing along and nobody else can make me feel that things are right when you know they're wrong nobody sings a love song quite like you sing me a song sweet music man your making a living doing one night stands that do for you what you need them to your still a hell of a singer but a broken man and you surround yourself with people who demand so little of you but nobody sings a love song quite like you do you travel the world with a six piece band that does for you what you ask 'em to and you try to stay up with the songs you sung to so many people that all begun to come back on you sing me a song sad music man you're making your living doing one night stands that's do with you they don't need you you're still a helluva singer but a broken man but you keep on looking for one last band to sing with you but nobody sings a love song quite like you do and nobody else can make me sing along and nobody else can make me feel that things are right when you're wrong with a song nobody sings a love song quite like you so sing me a song sweet music man i believe in you
buried treasure, kenny rogers, now if the aim in your life is to settle me down i couldn't change my point of view i got a lady in red at the back of my head but the woman in white is you do you wanna be the only one fade away in the mornin' sun i could love you all of my life you are my wife haven't i let you know we don't need no buried treasure no buried treasure we don't need it we don't stand on ceremony but life is phony in spite of it you can never be all you wanna be when you're searchin' for gold we don't need no buried treasure i've still got you (still got you still got you) i've still got you in my soul well it's a long way down and you gotta get up you gotta figure on a master plan you couldn't do it if you don't get ready you'll be beaten by the other man do you wanna be the last one in play the game that you just don't win i can see me makin' you cry sayin' goodbye but i could never let you go we don't need no buried treasure no buried treasure we don't need it we don't stand on ceremony but life is phony in spite of it you can never be all you wanna be when you're searchin' for gold we don't need no buried treasure i've still got you (still got you still got you) i've still got you in my soul well you're takin' my life in the palm of your hand make you mine for another day ain't nobody doesn't need anybody when the good times turn away i don't wanna be the lonely one fade away in the evenin' sun i could love you all of my life you are my wife haven't i told you so we don't need no buried treasure no buried treasure we don't need it (baby we don't need it) we don't stand on ceremony but life is phony in spite of it. (in spite of it.) you can never be all you wanna be when you're searchin' for gold we don't need no buried treasure i've still got you (still got you still got you) i've still got you in my soul we don't need it we don't need it (we don't need no buried treasure) we don't need no buried treasure we don't need it (baby we don't need it) we don't stand on ceremony but life is phony in spite of it (we don't stand on ceremony in spite of it) you can never be all you wanna be when you're searchin' for gold (we don't need no buried treasure) we don't need no buried treasure i've still got you (still got you) i've still got you in my soul we don't need it we don't need it (we don't need no buried treasure) we don't need no buried treasure we don't need it (baby we don't need it) we don't stand on ceremony but life...
i want to make you smile, kenny rogers, when i run too fast slow me down when i run to far turn me around sometimes life becomes an endless waste sometimes love can't stand the lonely pace each day goes by much too fast tomorrow soon becomes the past lost in struggle i'm making my way not taking time enough to simply say: i love you forgive me i know it's been a while i love you i wanna stop the world and make you smile too many days i forgot to take your time to say i love you and thank you for being mine those simple words i sometimes forget to say we'll be on my lips at the wake of each new day i love you ... but you know i love you i wanna stop the world and make you smile if it's not too late to make you smile
if i ever fall in love again, kenny rogers, you i know you're everything that i've been looking for and i i look into your eyes and could not ask for more so it's only fair to lay it on the line hold on i'm gonna need a little time but if i ever fall in love again sometimes when this broken heart can mend i know it's gonna be with you you're the one to pull me through though i don't know when if i ever fall in love again scared i guess i'm scared to fly it's such a long way down and yet if you'd just trust in me i'm sure i'd come around and i know when you're hurt it's hard to let someone inside in your arms i feel i'm ready now to try so if i ever fall in love again sometimes when this broken heart can mend i know it's gonna be with you you're the one to pull me through though i don't know when if i ever fall in love again i'd be a fool to ever let you go you're the best thing in my life (rap) and feels like there's never know how to say that this was a memory under your love under your world blow your lips every kiss you and i here we go around i know it's gonna be with you you're the one to pull me through though i don't know when if i ever fall in love again if i ever fall in love again...
the christmas song, kenny rogers, chestnuts roasting on an open fire jack frost nipping at your nose yule-tide carols being sung by a choir and folks dressed up like eskimos  everybody knows a turkey and some mistletoe help to make the season bright tiny tots with their eyes all aglow will find it hard to sleep tonight  they know that santa's on his way he's loaded lots of toys and goodies on his sleigh and every mother's child is gonna spy to see if reindeer really know how to fly  and so i'm offering this simple phrase to kids from one to ninety-two although it's been said many times many ways merry christmas to you
let it be me, kenny rogers, i bless the day i found you i want to stay around you and so i beg you let it be me don't take this heaven from one if you must cling to someone now and forever let it be me each time we meet love i find complete love without your sweet love what would life be? so never leave me lonely tell me you'll love me only and that you'll always let it be me...
twenty years ago, kenny rogers, it's been a long time since i walked through this old town but oh how the memories start to flow and there's the old movie house they finally closed it down you could find me there every friday night twenty years ago i worked the counter at the drugstore down the street but nobody's left there i would know on saturday mornings that's where all my friends would meet you'd be surprised to know what a dime would buy twenty years ago all my memories from those days come gather round me what i'd give if they could take me back in time it almost seems like yesterday where do the good times go? life was so much easier twenty years ago i guess i should stop by mr. johnson's hardware store his only son was my friend joe but he joined the army back in 1964 how could we know he would never come back twenty years ago...
i don't want to know why, kenny rogers, i took your love as desperate measure seeking shelter from another lonely night you took my love seeking only pleasure but the feeling passes and the passion doesn't last and i don't wanna know why i don't want no reasons i just feel the seasons as they touch another year and i don't wanna know why i don't want no reasons i just know what is now and what could never be will the memories fade or will they linger? will we live forever for a moment we can keep? now we stand alone (why don't you do what you told me) where we stood together (i only wanted you to hold me) how did we ever let this dream slip through our hand (how did we ever let this dream slip through our hand) and i don't wanna know why i don't want no reasons i just feel the seasons as they touch another year and i don't wanna know why i don't want no reasons i just know what is now and what could never be...
the greatest gift of all, kenny rogers, dawn is slowly breaking our friends have all gone home you and i are waiting for santa clause to come there's a present by the tree stockings on the wall and knowing you're in love with me is the greatest gift of all the fire is slowly fading chill is in the air all the gifts are waiting for children everywhere throught the window i can see snow begin to fall knowing you're in love with me is the greatest gift of all just before i go to sleep i hear a church bell ring merry christmas everyone is the song it sings so i say a silent prayer for creatures great and small peace on earth good will to men is the greatest gift of all peace on earth good will to men is the greatest gift of all
ask me how i know, garth brooks, you're stubborn as they come you'll never settle down you'll always be the one who doesn't stick around you make all the rules you're set in your ways you gotta have your freedom you gotta have your space  but one day you'll meet the girl you swore you'd never find start feeling things you never felt and spending all your time trying to figure out how she got this hold on you and when you start to fall you'll hold onto your pride start building up your walls and never let her get inside you'll push her away 'cause that's all you know how to do and then she'll leave and you won't beg her not to go ask me how i know go on and shake your head and tell me that i'm wrong say i'm just another fool and this is just another song but i know how you are 'cause i know how i am and i'd give anything to go back and try again  but one day you'll meet the girl you swore you'd never find start feeling things you never felt and spending all your time trying to figure out how she got this hold on you and when you start to fall you'll hold onto your pride start building up your walls and never let her get inside you'll push her away 'cause that's all you know how to do and then she'll leave and you won't beg her not to go ask me how i know  and you best put this song on repeat maybe then you won't end up like me  but one day you'll meet the girl you swore you'd never find start feeling things you never felt and spending all your time trying to figure out how she got this hold on you and when you start to fall you'll hold onto your pride start building up your walls and never let her get inside you'll push her away 'cause that's all you know how to do and then she'll leave and you won't beg her not to go ask me how i know
the thunder rolls, garth brooks, three thirty in the mornin' not a soul in sight the city's lookin' like a ghost town on a moonless summer night raindrops on the windshield there's a storm movin' in he's headin' back from somewhere that he never should have been  and the thunder rolls and the thunder rolls  every light is burnin' in a house across town she's pacin' by the telephone in her faded flannel gown askin' for a miracle hopin' she's not right prayin' it's the weather that's kept him out all night  and the thunder rolls and the thunder rolls  the thunder rolls and the lightnin' strikes another love grows cold on a sleepless night as the storm blows on out of control deep in her heart the thunder rolls  she's waitin' by the window when he pulls into the drive she rushes out to hold him thankful he's alive but on the wind and rain a strange new perfume blows and the lightnin' flashes in her eyes and he knows that she knows  and the thunder rolls and the thunder rolls  the thunder rolls and the lightnin' strikes another love grows cold on a sleepless night as the storm blows on out of control deep in her heart the thunder rolls  she runs back down the hallway and through the bedroom door she reaches for the pistol kept in the dresser drawer tells the lady in the mirror he won't do this again 'cause tonight will be the last time she'll wonder where he's been  the thunder rolls and the lightnin' strikes another love grows cold on a sleepless night as the storm blows on out of control deep in her heart the thunder rolls
mom, garth brooks, a little baby told god hey i'm kinda scared don't really know if i wanna go down there because from here it looks like a little blue ball but that's a great big place and i'm so small why can't i just stay here with you? did i make you mad don't you want me too?' and god said 'oh child of course i do but there's somebody special that's waiting for you' so hush now baby don’t you cry cuz there’s someone down there waiting who’s only goal in life is making you sure you’re always going to be alright a loving angel tender tough and strong it’s almost time to go and meet your mom now when she’s talking to you make sure you listen close cause she’s gonna teach everything you’ll ever need to know like how to mind your manners to love and laugh and dream and she’ll put you on the path that’ll bring you back to me so hush now baby don’t you cry cuz there’s someone down there waiting who’s only goal in life is making you sure you’re always going to be alright a loving angel tender tough and strong come on child it’s time to meet your mom
that summer, garth brooks, i went to work for her that summer a teenage kid so far from home she was a lonely widow woman hell-bent to make it on her own we were a thousand miles from nowhere wheat fields as far as i could see both needing somethin' from each other not knowin' yet what that might be  'til she came to me one evenin' hot cup of coffee and a smile in a dress that i was certain she hadn't worn in quite a while there was a difference in her laughter there was a softness in her eyes and on the air there was a hunger even a boy could recognize  she had a need to feel the thunder to chase the lightnin' from the sky to watch a storm with all its wonder ragin' in her lover's eyes she had to ride the heat of passion like a comet burnin' bright rushin' headlong in the wind out where only dreams have been burnin' both ends of the night  that summer wind was all around me nothin' between us but the night and when i told her that i'd never she softly whispered that's alright and then i watched her hands of leather turn to velvet in a touch there's never been another summer when i have ever learned so much  we had a need to feel the thunder to chase the lightnin' from the sky to watch a storm with all its wonder ragin' in each others eyes we had to ride the heat of passion like a comet burnin' bright rushin' headlong in the wind out where only dreams have been burnin' both ends of the night  i often think about that summer the sweat the moonlight and the lace and i have rarely held another when i haven't seen her face and every time i pass a wheat field and watch it dancin' with the wind although i know it isn't real i just can't help but feel her hungry arms again  she had a need to feel the thunder to chase the lightnin' from the sky to watch a storm with all its wonder ragin' in her lover's eyes she had to ride the heat of passion like a comet burnin' bright rushin' headlong in the wind out where only dreams have been burnin' both ends of the night  rushin' headlong in the wind out where only dreams have been burnin' both ends of the night
friends in low places, garth brooks, blame it all on my roots i showed up in boots and ruined your black tie affair the last one to know the last one to show i was the last one you thought you'd see there and i saw the surprise and the fear in his eyes when i took his glass of champagne and i toasted you said honey we may be through but you'll never hear me complain  'cause i've got friends in low places where the whiskey drowns and the beer chases my blues away and i'll be okay i'm not big on social graces think i'll slip on down to the oasis oh i've got friends in low places  well i guess i was wrong i just don't belong but then i've been there before everything's all right i'll just say goodnight and i'll show myself to the door hey i didn't mean to cause a big scene just give me an hour and then well i'll be as high as that ivory tower that you're livin' in  'cause i've got friends in low places where the whiskey drowns and the beer chases my blues away and i'll be okay i'm not big on social graces think i'll slip on down to the oasis oh i've got friends in low places 'cause i got friends in low places where the whiskey drowns and the beer chases my blues away and i'll be okay well i'm not big on social graces think i'll slip on down to the oasis oh i got friends in low places 'cause i got friends in low places where the whiskey drowns and the beer chases my blues away and i'll be okay well i'm not big on social graces think i'll slip on down to the oasis oh i got friends in low places 'cause i got friends in low places where the whiskey drowns and the beer chases my blues away and i'll be okay well i'm not big on social graces think i'll slip on down to
unanswered prayers, garth brooks, just the other night at a hometown football game my wife and i ran into my old high school flame and as i introduced them the past came back to me and i couldn't help but think of the way things used to be  she was the one that i'd wanted for all times and each night i'd spend prayin' that god would make her mine and if he'd only grant me this wish i wished back then i'd never ask for anything again  sometimes i thank god for unanswered prayers remember when you're talkin' to the man upstairs and just because he doesn't answer doesn't mean he don't care some of god's greatest gifts are unanswered prayers  she wasn't quite the angel that i remembered in my dreams and i could tell that time had changed me in her eyes too it seemed we tried to talk about the old days there wasn't much we could recall i guess the lord knows what he's doin' after all  and as she walked away well i looked at my wife and then and there i thanked the good lord for the gifts in my life  sometimes i thank god for unanswered prayers remember when you're talkin' to the man upstairs and just because he may not answer doesn't mean he don't care some of god's greatest gifts are unanswered... some of god's greatest gifts are all too often unanswered... some of god's greatest gifts are unanswered prayers
if tomorrow never comes, garth brooks, sometimes late at night i lie awake and watch her sleeping she's lost in peaceful dreams so i turn out the lights and lay there in the dark and the thought crosses my mind if i never wake up in the morning would she ever doubt the way i feel about her in my heart?  if tomorrow never comes will she know how much i loved her? did i try in every way to show her every day that she's my only one? and if my time on earth were through and she must face the world without me is the love i gave her in the past gonna be enough to last if tomorrow never comes?  'cause i've lost loved ones in my life who never knew how much i loved them now i live with the regret that my true feelings for them never were revealed so i made a promise to myself to say each day how much she means to me and avoid that circumstance where there's no second chance to tell her how i feel  'cause if tomorrow never comes will she know how much i loved her? did i try in every way to show her every day that she's my only one? and if my time on earth were through and she must face the world without me is the love i gave her in the past gonna be enough to last if tomorrow never comes?  so tell that someone that you love just what you're thinkin' of if tomorrow never comes
whiskey to wine, garth brooks, yeah she's nice yeah she's pretty and she's crazy about me she's what every man's hoping to find she's always a lady and that's driving me crazy 'cause after you it's like going from whiskey to wine  whiskey to wine it's just not the same high i miss the fire the burning desire we fought like we loved and we loved all the time we're no good together but it's sure as hell better than going forever from whiskey to wine  when i talk he listens he don't show up missing he's patient polite and refined he's handsome romantic but the problem is damn it that after you it's like going from whiskey to wine  whiskey to wine it's just not the same high i miss the fire the burning desire we fought like we loved and we loved all the time we're no good together but it's sure as hell better than going forever from whiskey to wine it's probably best we rejoin the rest and try to have what they call a good time and hope it's not showing we're walking in knowing that we're going from whiskey to wine
all day long, garth brooks, somebody's gotta start the weekend somebody's got to unwind somebody's gotta find that honky-tonk out on the county line with pretty things and a band that swings that gets 'em all out on the floor and if we're gonna get the party started somebody's gotta swing those doors  somebody's gotta feed that jukebox somebody's gotta drink that beer somebody's gotta get all rowdy and raise some hell in here somebody's gotta dance with the women spin 'em to a country song i can do this night life all day long  somebody's gonna need a shoulder when that sad song plays somebody's gonna need to hold her tell her it's okay just let her know to let it go and then she's gonna have some fun if she needs some help gettin' over him somebody's gotta get it done  somebody's gotta shoot that whiskey somebody gotta bust that rack somebody's gotta play that country that ain't ever comin' back if home is where the heart is then i'm right where i belong i can do this night life all day long  somebody's gotta go the distance somebody's gotta call last round somebody's gotta turn the lights on and shut this ol' bar down when mornin' comes you'll find someone with a headache and a grin you know saturday night is comin' somebody's gotta go again  somebody's gotta feed that jukebox somebody's gotta hold my beer somebody's gotta get a little crazy and raise some hell in here somebody's gotta spend that paycheck 'til the money's gone i can do this night life all day long i can do this night (let me hear you say) all day long (yeah!)
